,Tên sản phẩm,Giá tiền,thương hiệu,số hiệu sản phẩm,xuất xứ,giới tính,kính,máy,bảo hành quốc tế,bảo hành tại hải triều,đường kính mặt số,bề dày mặt số,niềng,dây đeo,màu mặt số,chống nước,chức năng,nơi sản xuất
1870,Tissot,12.600.000,Tissot,T103.310.36.111.01,Thụy Sỹ,Nữ,Sapphire (Kính Chống Trầy),Quartz (Pin),2 Năm,4 Năm – RED Guarantee,28 mm,6.58 mm,Thép Không Gỉ,Dây Da Chính Hãng,Trắng,3 ATM,,Thụy Sỹ
1871,SR,2.750.000,SR,SL5521.1102,Nhật Bản,Nữ,Sapphire (Kính Chống Trầy),Quartz (Pin),1 Năm,5 Năm,28 mm,6.5 mm,Thép Không Gỉ,Thép Không Gỉ,Trắng,5 ATM,,Trung Quốc
1872,Seiko,13.870.000,Seiko,SKA873P1,Nhật Bản,Nữ,Sapphire (Kính Chống Trầy),Kinetic (Vừa Pin – Vừa Tự Động),1 Năm,5 Năm,37.2 mm,11 mm,Thép Không Gỉ,Thép Không Gỉ,Xanh,10 ATM,Lịch Ngày,
1873,Citizen,6.885.000,Citizen,EW2484-82B,Nhật Bản,Nữ,Mineral Crystal (Kính Cứng),Eco-Drive (Năng Lượng Ánh Sáng),12 Tháng,5 Năm,28 mm,8 mm,Thép Không Gỉ,Thép Không Gỉ,Trắng,3 ATM,Lịch Ngày,Trung Quốc
1874,Citizen,7.800.000,Citizen,,Nhật Bản,Nam,Sapphire (Kính Chống Trầy),Eco-Drive (Năng Lượng Ánh Sáng),1 Năm,5 Năm,37 mm,9 mm,Thép Không Gỉ,Thép Không Gỉ,Trắng,5 ATM,,Trung Quốc
1875,SR,7.250.000,SR,SG19191.4102,Nhật Bản,Nam,Sapphire (Kính Chống Trầy),Automatic (Cơ Tự Động),1 Năm,5 Năm,42 mm,11.8 mm,Thép Không Gỉ,Dây Da Chính Hãng,Trắng,5 ATM,,Trung Quốc
1876,Seiko,7.450.000,Seiko,SRW846P1,Nhật Bản,Nữ,Mineral Crystal (Kính Cứng),Quartz (Pin),1 Năm,5 Năm,38 mm,10 mm,Thép Không Gỉ,Thép Không Gỉ,Hồng,3 ATM,Lịch Ngày – Đồng hồ 24h – Chronograph,
1877,Citizen,7.800.000,Citizen,BM9010-59E,Nhật Bản,Nam,Sapphire (Kính Chống Trầy),Eco-Drive (Năng Lượng Ánh Sáng),1 Năm,5 Năm,37 mm,8 mm,Thép Không Gỉ,Thép Không Gỉ,Đen,3 ATM,Lịch Ngày – Lịch Thứ,Trung Quốc
1878,G-Shock,7.074.000,Casio,GM-5600MF-2DR,Nhật Bản,Nam,Mineral Crystal (Kính Cứng),Quartz (Pin),1 Năm,,49.6 mm x 43.2 mm,12.9 mm,Nhựa,Dây Cao Su,Xanh Nhạt,20 ATM,Lịch – Bộ Bấm Giờ – Giờ Kép – Đèn Led – Vài Chức Năng Khác,Trung Quốc
1879,Seiko,8.540.000,Seiko,SUP450P1,Nhật Bản,Nữ,Hardlex Crystal (Kính Cứng),Solar (Năng Lượng Ánh Sáng),1 Năm,5 Năm,30 mm,6.8 mm,Thép Không Gỉ,Dây Da Chính Hãng,Trắng,3 ATM,,
1880,Seiko,7.075.000,Seiko,SRPG31K1,Nhật Bản,Nam,Hardlex Crystal (Kính Cứng),Automatic (Tự Động),1 Năm,5 Năm,39.4 mm,13.2 mm,Thép Không Gỉ,Dây Vải,Xám,10 ATM,Lịch Ngày – Lịch Thứ,
1881,Casio,2.228.000,Casio,MCW-200H-9AVDF,Nhật Bản,Nam,Resin Glass (Kính Nhựa),Quartz (Pin),1 Năm,,55.8 mm x 53.5 mm,14.1 mm,,Dây Cao Su,Vàng Đen,10 ATM,Lịch Ngày – Chronograph,Trung Quốc
1882,SR,6.250.000,SR,SG60062.4102SM,Nhật Bản,Nam,Sapphire (Kính Chống Trầy),Quartz (Pin),1 Năm,5 Năm,40 mm,8.8 mm,Thép Không Gỉ,Dây Da Chính Hãng,Trắng,5 ATM,Lịch Ngày – Lịch Thứ – Lịch Trăng,Trung Quốc
1883,Frederique,15.700.000,Frederique Constant,FC-200V1S34,Thụy Sỹ,Nữ,Sapphire (Kính Chống Trầy),Quartz (Pin),2 Năm,4 Năm – RED Guarantee,29 mm,5.3 mm,Thép Không Gỉ,Dây Da Chính Hãng,Trắng,3 ATM,,Thụy Sỹ
1884,Daniel,5.195.000,Daniel Wellington,DW00100214,Thụy Điển,Nữ,Mineral Crystal (Kính Cứng),Quartz (Pin),2 Năm,5 Năm,28 mm,8 mm,Thép Không Gỉ,Thép Không Gỉ,Đen,3 ATM,,Trung Quốc
1885,Tissot,23.450.000,Tissot,T063.428.11.038.00,Thụy Sỹ,Nam,Sapphire (Kính Chống Trầy),Automatic (Tự Động),2 Năm,4 Năm – RED Guarantee,40 mm,11.16 mm,Thép Không Gỉ,Thép Không Gỉ,Trắng,3 ATM,Lịch Ngày,Thụy Sỹ
1886,SR,2.050.000,SR,SL1901.1202TE,Nhật Bản,Nữ,Sapphire (Kính Chống Trầy),Quartz (Pin),1 Năm,5 Năm,30 mm,6.15 mm,Thép Không Gỉ,Thép Không Gỉ,Trắng,5 ATM,Lịch Ngày – Lịch Thứ,Trung Quốc
1887,Candino,7.340.000,Candino,C4572/1,Thụy Sỹ,Nữ,Sapphire (Kính Chống Trầy),Quartz (Pin),2 Năm,5 Năm,29mm,7mm,Thép Không Gỉ,Thép Không Gỉ,Trắng,5 ATM,,
1888,Orient,9.500.000,Orient,RA-AC0008S10B,Nhật Bản,Nữ,Mineral Crystal (Kính Cứng),Automatic (Tự Động),1 Năm,5 Năm,36.4 mm,12 mm,Thép Không Gỉ,Thép Không Gỉ,Trắng,3 ATM,Lịch Ngày,Trung Quốc
1889,Seiko,7.520.000,Seiko,SUP279P1,Nhật Bản,Nữ,Hardlex Crystal (Kính Cứng),Solar (Năng Lượng Ánh Sáng),1 Năm,5 Năm,27 mm,6 mm,Titanium,Titanium,Đen,3 ATM,,
1890,Doxa,43.650.000,Doxa,D211SGY,Thụy Sỹ,Nam,Sapphire (Kính chống trầy),Automatic (Tự động),2 năm,4 năm – RED Guarantee,41 mm,11 mm,Thép không gỉ,Thép không gỉ,Đen,10 ATM,,Thụy Sỹ
1891,Casio,1.322.000,Casio,LTP-VT02BL-1AUDF,Nhật Bản,Nữ,Mineral Crystal (Kính Cứng),Quartz (Pin),1 Năm,,30 mm,7.9 mm,,Dây Da Chính Hãng,Đen,3 ATM,,Trung Quốc
1892,Citizen,13.700.000,Citizen (Phiên Bản Giới Hạn 1959 Chiếc Trên Toàn Thế Giới),NK0007-88X,Nhật Bản,Nam,Mineral Crystal (Kính Cứng),Automatic (Tự Động),1 Năm,5 Năm,41 mm,12.5 mm,Thép Không Gỉ,Thép Không Gỉ,Xanh,5 ATM,Lịch Ngày,Trung Quốc
1893,Casio,3.058.000,Casio,MTP-1170N-9ARDF (Nam) – LTP-1170N-9ARDF (Nữ),Nhật Bản,,Mineral Crystal (Kính Cứng),Quartz (Pin),1 Năm,,37 mm (Nam) – 27 mm (Nữ),8 mm (Nam) – 7 mm (Nữ),,,Vàng,3 ATM (Nam) – 3 ATM (Nữ),Lịch Ngày,
1894,Casio,1.140.000,Casio,MTP-1303L-7BVDF,Nhật Bản,Nam,Mineral Crystal (Kính Cứng),Quartz (Pin),1 Năm,5 Năm,40mm,8mm,,Dây Da Chính Hãng,Trắng,5 ATM,,Trung Quốc
1895,Daniel,5.195.000,Daniel Wellington,DW00100207,Thụy Điển,Nữ,Mineral Crystal (Kính Cứng),Quartz (Pin),2 Năm,5 Năm,28 mm,8 mm,Thép Không Gỉ,Thép Không Gỉ,Trắng,3 ATM,,Trung Quốc
1896,Orient,3.460.000,Orient,RF-QD0006S10B,Nhật Bản,Nam,Mineral Crystal (Kính Cứng),Quartz (Pin),1 Năm,5 Năm,39 mm,7 mm,Thép Không Gỉ,Dây Da Chính Hãng,Trắng,3 ATM,Lịch Ngày,
1897,Sokolov,8.640.000,Sokolov,154.30.00.000.05.01.3,Nga,Nam,Sapphire (Kính Chống Trầy),Quartz (Pin),3 Năm,5 Năm,43 mm,8.4 mm,Bạc 925,Dây Da Chính Hãng,Nâu Đen,3 ATM,Lịch Ngày,
1898,Citizen,9.750.000,Citizen,AT2360-59A,Nhật Bản,Nam,Sapphire (Kính Chống Trầy),Eco-Drive (Năng Lượng Ánh Sáng),1 Năm,5 Năm,40 mm,10 mm,Thép Không Gỉ,Thép Không Gỉ,Trắng,5 ATM,Lịch Ngày – Lịch Thứ – Đồng Hồ 24 Giờ,
1899,Doxa,18.720.000,Doxa,D174TCM,Thụy Sỹ,Nữ,Sapphire (Kính Chống Trầy),Quartz (Pin),2 Năm,4 Năm – RED Guarantee,29 mm,8.65 mm,Thép Không Gỉ,Thép Không Gỉ,Vàng,5 ATM,Lịch Ngày,Thụy Sỹ
1900,Casio,1.347.000,Casio,LTP-1308D-1BVDF,Nhật Bản,Nữ,Mineral Crystal (Kính Cứng),Quartz (Pin),1 Năm,,31.2mm,8.7 mm,,,Đen,5 ATM,Lịch Ngày,Trung Quốc
1901,Casio,1.451.000,Casio,A700WM-7ADF,Nhật Bản,Nam,Mineral Crystal (Kính Cứng),Quartz (Pin),1 Năm,,"37,4 mm × 35,5 mm",6 mm,,,Trắng,3 ATM,Lịch – Bộ Bấm Giờ – Giờ Kép – Vài Chức Năng Khác,Trung Quốc
1902,Seiko,5.380.000,Seiko,SUR643P1,Nhật Bản,Nam,Sapphire (Kính Chống Trầy),Quartz (Pin),1 Năm,5 Năm,39 mm,9 mm,Thép Không Gỉ,Thép Không Gỉ,Trắng,5 ATM,Lịch Ngày,
1903,Tissot,21.000.000,Tissot,T006.407.36.053.00,Thụy Sỹ,Nam,Sapphire (Kính Chống Trầy),Automatic (Tự Động),2 Năm,4 Năm – RED Guarantee,39.3 mm,9.8 mm,Thép Không Gỉ,Dây Da Chính Hãng,Đen,3 ATM,Lịch Ngày,Thụy Sỹ
1904,Seiko,6.100.000,Seiko,SUR472P1,Nhật Bản,Nam,Sapphire (Kính Chống Trầy),Quartz (Pin),1 Năm,5 Năm,39.4 mm,7.9 mm,Thép Không Gỉ,Dây Da Chính Hãng,Vàng Nhạt,10 ATM,Lịch Ngày,
1905,SR,2.900.000,SR,SG9002.1102,Nhật Bản,Nam,Sapphire (Kính Chống Trầy),Quartz (Pin),1 Năm,5 Năm,38 mm,8 mm,Thép Không Gỉ,Thép Không Gỉ,Trắng,5 ATM,Lịch Ngày,Trung Quốc
1906,Seiko,12.950.000,Seiko,SSA439J1,Nhật Bản,Nam,Hardlex Crystal (Kính Cứng),Automatic (Tự Động),1 Năm,5 Năm,40.5 mm,11.8 mm,Thép Không Gỉ,Thép Không Gỉ,Xanh,5 ATM,,
1907,Orient,12.850.000,Orient,RA-AS0101S10B,Nhật Bản,Nam,Mineral Crystal (Kính cứng),Automatic (Tự động),1 năm,5 năm,41 mm,13 mm,Thép không gỉ,Thép không gỉ,Trắng,3 ATM,Lịch mặt trăng – mặt trời,Trung Quốc
1908,Koi,3.390.000,Koi,K001.150.641.50.03.01,Việt Nam,Nữ,Sapphire (Kính Chống Trầy),Quartz (Pin),3 Năm,5 Năm,28 mm,8 mm,Thép Không Gỉ,Thép Không Gỉ,Trắng,5 ATM,Lịch Ngày,Hong Kong
1909,Seiko,6.848.000,Seiko,SRL068P1,Nhật Bản,Nam,Mineral Crystal (Kính Cứng),Quartz (Pin),1 Năm,5 Năm,45mm,11mm,Thép Không Gỉ,Thép Không Gỉ,Trắng,10 ATM,Lịch Thứ – Lịch Ngày – Đồng Hồ 24h,
1910,Casio,2.177.000,Casio,MTP-1384L-1AVDF,Nhật Bản,Nam,Mineral Crystal (Kính Cứng),Quartz (Pin),1 Năm,,41mm,10 mm,,Dây Da Chính Hãng,Đen,10 ATM,Lịch Ngày – Lịch Thứ,Trung Quốc
1911,Saga,6.720.000,Saga,53766-RGMWRD-2,Mỹ,Nữ,Mineral Crystal (Kính Cứng),Quartz (Pin),2 Năm,5 Năm,39 mm,7 mm,Thép Không Gỉ,Dây Da Chính Hãng,Trắng Xà Cừ,5 ATM,,Trung Quốc
1912,Doxa,139.940.000,Doxa,D105SWH,Thụy Sỹ,Nam,Sapphire (Kính chống trầy),Automatic (Tự động),2 năm,4 năm – RED Guarantee,37.5 mm,10.85 mm,Thép không gỉ,Thép không gỉ,Trắng,5 ATM,Lịch ngày – Lịch thứ,Thụy Sỹ
1913,Doxa,32.860.000,Doxa,D218SSV,Thụy Sỹ,Nam,Sapphire (Kính Chống Trầy),Automatic (Tự Động),2 Năm,4 Năm – RED Guarantee,41 mm,11 mm,Thép Không Gỉ,Thép Không Gỉ,Trắng,5 ATM,Lịch Ngày – Lịch Thứ,Thụy Sỹ
1914,Daniel,4.075.000,Daniel Wellington,DW00100220,Thụy Điển,Nữ,Mineral Crystal (Kính Cứng),Quartz (Pin),2 Năm,5 Năm,28 mm,6 mm,Thép Không Gỉ,Thép Không Gỉ,Trắng,3 ATM,,Trung Quốc
1915,G-Shock,5.355.000,Casio,GAX-100MSA-2ADR,Nhật Bản,Nam,Mineral Crystal (Kính Cứng),Quartz (Pin),5 Năm,,55 mm x 51.2 mm,16.9 mm,Nhựa,Dây Cao Su,Đen,20 ATM,Lịch – Bộ Bấm Giờ – Giờ Kép – Đèn Led – Vài Chức Năng Khác,Trung Quốc
1916,Citizen,6.800.000,Citizen,EX1410-88E,Nhật Bản,Nữ,Mineral Crystal (Kính Cứng),Eco-Drive (Năng Lượng Ánh Sáng),1 Năm,5 Năm,18mm x 31mm,6 mm,Thép Không Gỉ,Thép Không Gỉ,Đen,3 ATM,,Trung Quốc
1917,Citizen,11.180.000,Citizen,NJ0150-81L,Nhật Bản,Nam,Sapphire (Kính Chống Trầy),Automatic (Tự Động),1 Năm,5 Năm,40 mm,11.7 mm,Thép Không Gỉ,Thép Không Gỉ,Xanh,5 ATM,Lịch Ngày,
1918,Casio,1.140.000,Casio,MTP-1215A-7B2DF,Nhật Bản,Nam,Mineral Crystal (Kính Cứng),Quartz (Pin),1 Năm,,38.5 mm,8.7 mm,,,Trắng,3ATM,Lịch Ngày – Dạ Quang,Trung Quốc
1919,Frederique,33.640.000,Frederique Constant,FC-200WHD1ER32B,Thụy Sỹ,Nữ,Sapphire (Kính Chống Trầy),Quartz (Pin),2 Năm,4 Năm – RED Guarantee,28 mm,8 mm,Thép Không Gỉ,Thép Không Gỉ,Trắng,3 ATM,,Thụy Sỹ
1920,Daniel,4.075.000,Daniel Wellington,DW00100218,Thụy Điển,Nữ,Mineral Crystal (Kính Cứng),Quartz (Pin),2 Năm,5 Năm,28 mm,6 mm,Thép Không Gỉ,Thép Không Gỉ,Đen,3 ATM,,Trung Quốc
1921,Casio,1.373.000,Casio,AE-1200WHD-1AVDF,Nhật Bản,Nam,Resin Glass (Kính Nhựa),Quartz (Pin),1 Năm,,45 mm x 42.1 mm,12.5 mm,,,Đen,10 ATM,Lịch – Bộ Bấm Giờ – Giờ Kép – Đèn Led – Vài Chức Năng Khác,Trung Quốc
1922,Citizen,6.285.000,Citizen,BM6835-23E,Nhật Bản,Nam,Mineral Crystal (Kính Cứng),Eco-Drive (Năng Lượng Ánh Sáng),1 Năm,5 Năm,42 mm,10.7 mm,Thép Không Gỉ,Dây Da Chính Hãng,Đen,10 ATM,Lịch Ngày,
1923,Frederique,82.770.000,Frederique Constant,FC-705N4S6B,Thụy Sỹ,Nam,Sapphire (Kính Chống Trầy),Automatic (Tự Động),2 Năm,4 Năm – RED Guarantee,42 mm,11.3 mm,Thép Không Gỉ,Thép Không Gỉ,Xanh,3 ATM,Lịch Ngày – Lịch Trăng,Thụy Sỹ
1924,Daniel,11.205.000,Daniel Wellington,DW00100127 (Nam) – DW00100139 (Nữ),Thụy Điển,,Mineral Crystal (Kính Cứng),Quartz (Pin),1 Năm,5 Năm,40 mm (Nam) – 36 mm (Nữ),6 mm (Nam) – 6 mm (Nữ),Thép Không Gỉ,Dây Da Chính Hãng,Trắng,3 ATM,,
1925,Saga,5.920.000,Saga,53555 RGMWRG-2,Mỹ,Nữ,Mineral Crystal (Kính Cứng),Quartz (Pin),2 Năm,5 Năm,22.5 mm,mm,Thép Không Gỉ,Thép Không Gỉ,Trắng Xà Cừ,3 ATM,,Trung Quốc
1926,SR,7.650.000,SR,SG19192.1201,Nhật Bản,Nam,Sapphire (Kính Chống Trầy),Automatic (Cơ Tự Động),1 Năm,5 Năm,42 mm,11.8 mm,Thép Không Gỉ,Thép Không Gỉ,Trắng,5 ATM,,Trung Quốc
1927,Casio,960.000,Casio,LTP-1183E-7ADF,Nhật Bản,Nữ,Mineral Crystal (Kính Cứng),Quartz (Pin),1 Năm,,28.5 mm,7.4 mm,,Dây Da Chính Hãng,Trắng,3 ATM,Lịch Ngày,Trung Quốc
1928,Orient,4.610.000,Orient,FKU00003W0,Nhật Bản,Nam,Mineral Crystal (Kính Cứng),Quartz (Pin),1 Năm,5 Năm,42 mm,10 mm,Thép Không Gỉ,Thép Không Gỉ,Trắng,5 ATM,Lịch Ngày – Chronograph – Đồng hồ 24h,Trung Quốc
1929,Frederique,58.820.000,Frederique Constant,FC-310B4NH6B,Thụy Sỹ,Nam,Sapphire (Kính Chống Trầy),Automatic (Tự Động),2 Năm,4 Năm – RED Guarantee,41 mm,11 mm,Thép Không Gỉ,Thép Không Gỉ,Đen,5 ATM,,Thụy Sỹ
1930,Casio,1.036.000,Casio,LTP-1274D-7ADF,Nhật Bản,Nữ,Mineral Crystal (Kính Cứng),Quartz (Pin),1 Năm,,22mm,8 mm,,,Trắng,3 ATM,,Trung Quốc
1931,Casio,3.529.000,Casio,EFV-540D-1A9VUDF,Nhật Bản,Nam,Mineral Crystal (Kính Cứng),Quartz (Pin),1 Năm,,43.8 mm,12.1 mm,,,Đen,10 ATM,Lịch Ngày – Đồng Hồ 24 Giờ – Chronograph,Trung Quốc
1932,Mido,26.250.000,Mido,M8600.9.11.1,Thụy Sỹ,Nam,Sapphire (Kính Chống Trầy),Automatic (Tự Động),2 Năm,4 Năm – RED Guarantee,38 mm,9.1 mm,Thép Không Gỉ,Thép Không Gỉ,Trắng,5 ATM,Lịch Ngày,
1933,Citizen,4.585.000,Citizen,EQ0595-55A,Nhật Bản,Nữ,Mineral Crystal (Kính Cứng),Quartz (Pin),1 Năm,5 Năm,28 mm,7.7 mm,Thép Không Gỉ,Thép Không Gỉ,Trắng,5 ATM,Lịch Ngày – Lịch Thứ,Trung Quốc
1934,SR,2.050.000,SR,SG1901.1201TE,Nhật Bản,Nam,Sapphire (Kính Chống Trầy),Quartz (Pin),1 Năm,5 Năm,40 mm,6.15 mm,Thép Không Gỉ,Thép Không Gỉ,Đen,5 ATM,Lịch Ngày – Lịch Thứ,Trung Quốc
1935,Citizen,6.885.000,Citizen,AW1216-86A,Nhật Bản,Nam,Mineral Crystal (Kính Cứng),Eco-Drive (Năng Lượng Ánh Sáng),1 Năm,5 Năm,42 mm,9 mm,Thép Không Gỉ,Thép Không Gỉ,Trắng,5 ATM,Lịch Ngày – Dạ Quang,Trung Quốc
1936,Orient,8.230.000,Orient,RA-AC0J03L10B,Nhật Bản,Nam,Mineral Crystal (Kính Cứng),Automatic (Tự Động),1 Năm,5 Năm,42 mm,11 mm,Thép Không Gỉ,Thép Không Gỉ,Xanh,5 ATM,Lịch Ngày,Trung Quốc
1937,Tissot,12.600.000,Tissot,T063.610.22.037.01,Thụy Sỹ,Nam,Sapphire (Kính Chống Trầy),Quartz (Pin),2 Năm,4 Năm – RED Guarantee,42 mm,7.47 mm,Thép Không Gỉ,Thép Không Gỉ,Trắng,3 ATM,Lịch Ngày,Thụy Sỹ
1938,Doxa,33.490.000,Doxa,D147RWH,Thụy Sỹ,Nam,Sapphire (Kính Chống Trầy),Automatic (Tự Động),2 Năm,4 Năm – RED Guarantee,40 mm,10 mm,Thép Không Gỉ,Thép Không Gỉ,Trắng,5 ATM,Lịch Ngày,Thụy Sỹ
1939,Doxa,37.130.000,Doxa,D217RIY,Thụy Sỹ,Nữ,Sapphire (Kính Chống Trầy),Automatic (Tự Động),2 Năm,4 Năm – RED Guarantee,32 mm,10 mm,Thép Không Gỉ,Dây Da Chính Hãng,Trắng,5 ATM,Lịch Ngày,Thụy Sỹ
1940,Citizen,9.660.000,Citizen,EM0770-52Y,Nhật Bản,Nữ,Mineral Crystal (Kính Cứng),Eco-Drive (Năng Lượng Ánh Sáng),1 Năm,5 Năm,31 mm,9 mm,Thép Không Gỉ,Thép Không Gỉ,Xà Cừ,5 ATM,,
1941,Casio,1.140.000,Casio,LTP-1183A-7ADF,Nhật Bản,Nữ,Mineral Crystal (Kính Cứng),Quartz (Pin),1 Năm,,28 mm,7 mm,,,Trắng,3 ATM,Lịch Ngày,Trung Quốc
1942,Fossil,4.020.000,Fossil,ES4722,Mỹ,Nữ,Mineral Crystal (Kính Cứng),Quartz (Pin),2 Năm,5 Năm,28 mm x 32 mm,9 mm,Thép Không Gỉ,Thép Không Gỉ,Đen,3 ATM,,Trung Quốc
1943,Candino,5.400.000,Candino,C4421/2,Thụy Sỹ,Nữ,Mineral Crystal (Kính Cứng),Quartz (Pin),2 Năm,5 Năm,38 mm,7 mm,Thép Không Gỉ,Thép Không Gỉ,Khác,5 ATM,Lịch Ngày,
1944,Doxa,166.500.000,Doxa (Phiên bản giới hạn 500 chiếc trên toàn thế giới),D187RIY – Giới thiệu chi tiết,Thụy Sỹ,Nam,Sapphire (Kính chống trầy),Automatic (Tự động),2 năm,4 năm – RED Guarantee,42 mm,11.2 mm,Thép không gỉ,dây da chính hãng,Vàng,5 ATM,Lịch ngày,Thụy Sỹ
1945,Certina,19.680.000,Certina,C032.807.11.041.00,Thụy Sỹ,Nam,Sapphire (Kính Chống Trầy),Automatic (Cơ Tự Động),2 Năm,4 Năm – RED Guarantee,38 mm,12.2 mm,Thép Không Gỉ,Thép Không Gỉ,Xanh,30 ATM,Lịch Ngày,
1946,Orient,7.510.000,Orient,FAC00008W0,Nhật Bản,Nam,Mineral Crystal (Kính Cứng),Automatic (Tự Động),1 Năm,5 Năm,40.5 mm,11.8 mm,Thép Không Gỉ,Dây Da Chính Hãng,Trắng,3 ATM,Lịch Ngày,Trung Quốc
1947,Citizen,3.360.000,Citizen,ER0182-59E,Nhật Bản,Nữ,Mineral Crystal (Kính Cứng),Quartz (Pin),1 Năm,5 Năm,28 mm,6 mm,Thép Không Gỉ,Thép Không Gỉ,Đen,5 ATM,,Trung Quốc
1948,SR,3.450.000,SR,VNU2318.1402,Nhật Bản,Nam,Sapphire (Kính Chống Trầy),Quartz (Pin),1 Năm,5 Năm,39 mm,6 mm,Thép Không Gỉ,Thép Không Gỉ,Trắng,5 ATM,,
1949,Doxa,79.900.000,Doxa (Phiên Bản Giới Hạn 800 Chiếc Trên Toàn Thế Giới),D198SAB,Thụy Sỹ,Nam,Sapphire (Kính Chống Trầy),Automatic (Cơ Tự Động),2 Năm,4 Năm – RED Guarantee,42 mm,11 mm,Thép Không Gỉ,Thép Không Gỉ,Xanh Mã Não,5 ATM,Lịch Ngày,Thụy Sỹ
1950,Tissot,11.200.000,Tissot,T101.410.44.031.00,Thụy Sỹ,Nam,Sapphire (Kính Chống Trầy),Quartz (Pin),2 Năm,4 Năm – RED Guarantee,39 mm,9 mm,Titanium,Titanium,Trắng,10 ATM,Lịch Ngày,Thụy Sỹ
1951,SR,2.900.000,SR,SL2089.4102RNT,Nhật Bản,Nữ,Sapphire (Kính Chống Trầy),Quartz (Pin),1 Năm,5 Năm,30 mm,7 mm,Thép Không Gỉ,Dây Da Chính Hãng,Trắng,5 ATM,,Trung Quốc
1952,Daniel,6.360.000,Daniel Wellington,DW00100453,Thụy Điển,Nữ,Mineral Crystal (Kính Cứng),Quartz (Pin),2 Năm,5 Năm,29 mm x 36.5 mm,6 mm,Thép Không Gỉ,Dây Da Chính Hãng,Trắng,3 ATM,,Trung Quốc
1953,Longines,41.496.000,Longines,L4.961.4.92.6,Thụy Sỹ,Nam,Sapphire (Kính Chống Trầy),Automatic (Tự Động),2 Năm,4 Năm – RED Guarantee,40 mm,8.7 mm,Thép Không Gỉ,Thép Không Gỉ,Xanh,3 ATM,Lịch Ngày,Thụy Sỹ
1954,SR,1.800.000,SR,SL1057.4102TE,Nhật Bản,Nữ,Sapphire (Kính Chống Trầy),Quartz (Pin),1 Năm,5 Năm,30 mm,5.9 mm,Thép Không Gỉ,Dây Da Chính Hãng,Trắng,5 ATM,Lịch Ngày,
1955,Daniel,4.940.000,Daniel Wellington,DW00100438,Thụy Điển,Nữ,Mineral Crystal (Kính Cứng),Quartz (Pin),2 Năm,5 Năm,20 mm x 26 mm,6 mm,Thép Không Gỉ,Thép Không Gỉ,Trắng,3 ATM,,Trung Quốc
1956,Fossil,4.890.000,Fossil,ES5165,Mỹ,Nữ,Mineral Crystal (Kính Cứng),Quartz (Pin),2 Năm,5 Năm,36 mm,8 mm,Thép Không Gỉ,Thép Không Gỉ,Trắng Xà Cừ,3 ATM,Lịch Sun Moon,Trung Quốc
1957,Citizen,6.285.000,Citizen,EM0508-12A,Nhật Bản,Nữ,Mineral Crystal (Kính cứng),Eco-Drive (Năng lượng ánh sáng),1 năm,5 năm,32 mm,7.3 mm,Thép không gỉ,Dây da chính hãng,Trắng,5 ATM,,Trung Quốc
1958,Michael,4.420.000,Michael Kors,MK2779,Mỹ,Nữ,Mineral Crystal (Kính Cứng),Quartz (Pin),2 Năm,5 Năm,43 mm,6 mm,Thép Không Gỉ,Dây Da Chính Hãng,Trắng,3 ATM,,Trung Quốc
1959,Sokolov,11.530.000,Sokolov,136.30.00.000.03.01.2,Nga,Nữ,Sapphire (Kính Chống Trầy),Quartz (Pin),3 Năm,5 Năm,30 mm,6.3 mm,Bạc 925,Dây Da Chính Hãng,Trắng,3 ATM,,
1960,Citizen,8.570.000,Citizen,NH8391-51L,Nhật Bản,Nam,Mineral Crystal (Kính Cứng),Automatic (Tự Động),1 Năm,5 Năm,40.2 mm,13.1 mm,Thép Không Gỉ,Thép Không Gỉ,Xanh,5 ATM,Lịch Ngày – Lịch Thứ,Trung Quốc
1961,Casio,1.088.000,Casio,B650WD-1ADF,Nhật Bản,Nam,Resin Glass (Kính Nhựa),Quartz (Pin),1 Năm,,43.1 mm ×41.2 mm,10.5 mm,,,Trắng,5 ATM,,Trung Quốc
1962,Doxa,28.620.000,Doxa,D206SIY,Thụy Sỹ,Nam,Sapphire (Kính Chống Trầy),Automatic (Tự Động),2 Năm,4 Năm – RED Guarantee,41.5 mm,11 mm,Thép Không Gỉ,Thép Không Gỉ,Vàng Nhạt,5 ATM,Lịch Ngày – Lịch Thứ,Thụy Sỹ
1963,G-Shock,4.984.000,Casio,GD-X6900CM-8DR,Nhật Bản,Nam,Mineral Crystal (Kính Cứng),Quartz (Pin),5 Năm,,57mm,20mm,Nhựa,Dây Cao Su,Xám,20 ATM,Lịch – Bộ Bấm Giờ – Giờ Kép – Đèn Led – Vài Chức Năng Khác,Trung Quốc
1964,Seiko,6.570.000,Seiko,SRPC61K1,Nhật Bản,Nam,Hardlex Crystal (Kính Cứng),Automatic (Tự Động),1 Năm,5 Năm,45 mm,13 mm,Thép Không Gỉ,Thép Không Gỉ,Đen,10 ATM,Lịch Ngày – Lịch Thứ,
1965,Seiko,7.320.000,Seiko,SUR630P1,Nhật Bản,Nữ,Hardlex Crystal (Kính Cứng),Quartz (Pin),1 Năm,5 Năm,29.8 mm,8.3 mm,Thép Không Gỉ,Thép Không Gỉ,Trắng,10 ATM,Lịch Ngày,
